section,subsection,fax_item_name,fax_row_code,csv_column_code,csv_column_number,csv_column_name,category,is_sum_field,mapping_status,confidence,needs_confirmation,source_file,memo
内訳,②,フレッツ光ユーザー数（HT/Mz）,,BD,56,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,②,フレッツ光ユーザー数（HT/Mz）,,BE,57,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,②,フレッツ光ユーザー数（HT/Mz）,,BF,58,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,②,フレッツ光ユーザー数（HT/Mz）,,DU,125,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,②,フレッツ光ユーザー数（HT/Mz）,,DV,126,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,②,フレッツ光ユーザー数（HT/Mz）,,DW,127,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,R,18,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,BG,59,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,BH,60,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,BI,61,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,DX,128,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,DY,129,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,③,D光ユーザー数（HT/Mz）,,DZ,130,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,S,19,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,BJ,62,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,BK,63,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,BL,64,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,EA,131,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,EB,132,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,④,SB光ユーザー数（HT/Mz）,,EC,133,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,T,20,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,BM,65,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,BN,66,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,BO,67,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,ED,134,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,EE,135,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑤,他光コラボユーザー数（HT/Mz）,,EF,136,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,U,21,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,BP,68,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,BQ,69,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,BR,70,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,EG,137,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,EH,138,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑥,NURO光ユーザー数（HT/Mz）,,EI,139,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,V,22,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,BS,71,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,BT,72,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,BU,73,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,EJ,140,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,EK,141,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑦,CATVユーザー数（HT/Mz）,,EL,142,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,W,23,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,BV,74,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,BW,75,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,BX,76,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,EM,143,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,EN,144,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑧,ADSLユーザー数（HT/Mz）,,EO,145,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,X,24,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,BY,77,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,BZ,78,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,CA,79,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,EP,146,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,EQ,147,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑨,モバイルユーザー数（HT/Mz）,,ER,148,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,Y,25,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,CB,80,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,CC,81,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,CD,82,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,ES,149,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,ET,150,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑩,SBAirユーザー数（HT/Mz）,,EU,151,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,Z,26,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,CE,83,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,CF,84,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,CG,85,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,EV,152,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,EW,153,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑪,未利用者数（HT/Mz）,,EX,154,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,AA,27,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,CH,86,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,CI,87,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,CJ,88,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,EY,155,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,EZ,156,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑫,引越予定ユーザー数（HT/Mz）,,FA,157,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑬,エリア外数（HT/Mz）,,AB,28,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,AC,29,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,CL,90,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,CM,91,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,CN,92,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,FC,159,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,FD,160,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑭,eo光ユーザー数（MT）,,FE,161,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,AD,30,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,CO,93,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,CP,94,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,CQ,95,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,FF,162,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,FG,163,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑮,導入物件数（MT）,,FH,164,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,AE,31,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,CR,96,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,CS,97,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,CT,98,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,FI,165,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,FJ,166,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑯,未利用者数（MT）,,FK,167,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,AF,32,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,CU,99,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,CV,100,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,CW,101,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,FL,168,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,FM,169,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑰,引越予定ユーザー数（MT）,,FN,170,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑱,未導入物件数（MT）,,AG,33,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,⑲,ヒアリング不可 or 不明,,AH,34,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,L,12,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,AJ,36,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,AL,38,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,AN,40,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,DA,105,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,DC,107,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
内訳,,合計,,DE,109,,内訳,false,confirmed,high,false,対応表.pdf,複数コードが紐付き。運用上の意味は確認要
スタッフ活動,,eoエントリーパッケージ配布数,,FT,176,eoエントリーパッケージ配布数（HT/Mz/MT）,活動,false,confirmed,high,false,対応表.pdf,
スタッフ活動,,既存ユーザー向けau販促電子クーポン配布数,,FW,179,既存ユーザー向けau勧奨電子クーポン配布数,活動,false,confirmed,high,false,対応表.pdf,
勧誘人数,,委託会社スタッフ,,FY,181,A委託会社スタッフ,人数,false,confirmed,high,false,対応表.pdf,
新規オプション等,1,eo光電話,,GS,201,eo光電話（HT/MZ/MT）,新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,2,地デジBS（HT/Mzのみ）,,GT,202,地デジBS（HT/Mz）,新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,3,CS（HT/Mzのみ）,,GU,203,CS（HT/Mz）,新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,4,長割（新規）（HT/Mzのみ）,,GV,204,長割_新規,新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,5,セキュリティーパック,,GW,205,セキュリティーパック(HT/Mz/MT),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,6,無線ルーター機能,,GX,206,無線ルーター機能(HT/Mz/MT),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,7,メッシュWi-Fi,,GY,207,メッシュWi-Fi(HT/Mz/MT),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,8,高速回線5G（HT/Mzのみ）,,GZ,208,高速回線 5G (HT/Mz),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,9,高速回線10G（HT/Mzのみ）,,HA,209,高速回線 10G (HT/Mz),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,10,eoLINE友だち登録のみ（新規）,,HB,210,eoLINE 友だち登録のみ (HT/Mz/MT)_新規,新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,11,mineoルーター貸出（HT/MZ）,,HC,211,mineoルーター貸出(HT/Mz),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,12,その他新規オプション,,HD,212,その他新規オプション(HT/Mz/MT),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,13,NETFLIX（HT/Mzのみ）,,HE,213,NETFLIX (HT/Mz),新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,14,eoID早期発行件数,,HF,214,eoID早期発行件数,新規オプション,false,confirmed,high,false,対応表.pdf,
新規オプション等,15,関電前マイページ登録件数,,HG,215,開通前マイページ登録件数,新規オプション,false,confirmed,high,false,対応表.pdf,
既存対応,1,ネット追加,,HH,216,ネット追加(HT/Mz/MT),既存,false,confirmed,high,false,対応表.pdf,
既存対応,2,電話追加,,HI,217,電話追加(HT/Mz/MT),既存,false,confirmed,high,false,対応表.pdf,
既存対応,3,テレビ追加,,HJ,218,テレビ追加(HT/Mz/MT),既存,false,confirmed,high,false,対応表.pdf,
既存対応,4,長割（既存）,,HK,219,長割_既存,既存,false,confirmed,high,false,対応表.pdf,
既存対応,5,多機能ＩＴ無線機能,,HL,220,多機能RT無線機能,既存,false,confirmed,high,false,対応表.pdf,
既存対応,6,無線LAN中継機,,HM,221,無線LAN中継機,既存,false,confirmed,high,false,対応表.pdf,
既存対応,7,メッシュWi-Fi追加,,HN,222,メッシュWi-Fi追加(HT/Mz/MT),既存,false,confirmed,high,false,対応表.pdf,
既存対応,8,セキュリティパック,,HO,223,セキュリティパック,既存,false,confirmed,high,false,対応表.pdf,
既存対応,9,リモートサポートプラス,,HP,224,リモートサポートプラス,既存,false,confirmed,high,false,対応表.pdf,
既存対応,10,みやブル,,HQ,225,インターネットサギウォール,既存,false,confirmed,high,false,対応表.pdf,PDFでは「みやブル」だがCSVでは「インターネットサギウォール」。名称の違い要確認
既存対応,11,固定アドレスサービス,,HR,226,固定アドレスサービス,既存,false,confirmed,high,false,対応表.pdf,
既存対応,12,おうちの環境保険,,HS,227,おうちの機器保障,既存,false,confirmed,high,false,対応表.pdf,PDFでは「環境保険」CSVでは「機器保障」。名称の違い要確認
既存対応,13,メールアドレス追加,,HT,228,メールアドレス追加,既存,false,confirmed,high,false,対応表.pdf,
既存対応,14,メールBOX容量追加,,HU,229,メールボックス容量追加,既存,false,confirmed,high,false,対応表.pdf,
既存対応,15,ウイルスチェック,,HV,230,メールウイルスチェック,既存,false,confirmed,high,false,対応表.pdf,
既存対応,16,ストリーミングメディアプレーヤー,,HW,231,ストリーミングメディアプレーヤー,既存,false,confirmed,high,false,対応表.pdf,
既存対応,17,パック3/パック7,,HX,232,パック3/パック7,既存,false,confirmed,high,false,対応表.pdf,
既存対応,18,あんしん電話パック,,HY,233,あんしん電話パック,既存,false,confirmed,high,false,対応表.pdf,
既存対応,19,電話オプション,,HZ,234,電話オプション,既存,false,confirmed,high,false,対応表.pdf,
既存対応,20,CSオプション/ch,,IA,235,CSオプションch,既存,false,confirmed,high,false,対応表.pdf,
既存対応,21,テレビガイド誌,,IB,236,テレビガイド誌,既存,false,confirmed,high,false,対応表.pdf,
既存対応,22,有料STB（追加含む）,,IC,237,有料STB（追加含む）,既存,false,confirmed,high,false,対応表.pdf,
既存対応,23,TV（STB→CSコース）,,ID,238,STB⇒CSコース変更,既存,false,confirmed,high,false,対応表.pdf,
既存対応,24,NHK団括,,IE,239,NHK団括,既存,false,confirmed,high,false,対応表.pdf,
既存対応,25,コースアップ⇒1G,,IF,240,ネットコースアップ ⇒1G,既存,false,confirmed,high,true,対応表.pdf,帳票上のコースアップとの対応は運用確認要
既存対応,26,コースアップ⇒5G,,IG,241,ネットコースアップ ⇒5G,既存,false,confirmed,high,true,対応表.pdf,帳票上の5G→10G(コースアップ)との対応は運用確認要。IG(5G)とIH(10G)のどちらが5G→10Gの件数を示すか不明
既存対応,27,コースアップ⇒10G,,IH,242,ネットコースアップ ⇒10G,既存,false,confirmed,high,true,対応表.pdf,帳票上の5G→10G(コースアップ)との対応は運用確認要。IG(5G)とIH(10G)のどちらが5G→10Gの件数を示すか不明
既存対応,28,コースアップ→5G→10G,,,,,,既存,needs_confirmation,low,false,true,5G→10G は現段階では未使用。対応コードがないため照合対象外。将来、片山様から使用指示がある場合のみ別途確認して追加する。IG/IHの合算はしない。
既存対応,29,TV（旧BS→多ch）,,II,243,テレビコースアップ（地デジ・BS→多ch）,既存,false,confirmed,high,false,対応表.pdf,
既存対応,30,パック追加（NF）,,IJ,244,パック追加（NF）,既存,false,confirmed,high,false,対応表.pdf,
既存対応,31,定額4Kテレビ,,IK,245,定額4Kテレビ,既存,false,confirmed,high,false,対応表.pdf,
既存対応,32,定額ゲーミングデバイス,,IL,246,定額ゲーミングデバイス,既存,false,confirmed,high,false,対応表.pdf,
既存対応,33,引越し受付,,IM,247,eo光既存ユーザーさまの引越し・スタッフ受付(HT/Mz/MT),既存,false,confirmed,high,false,対応表.pdf,
既存対応,34,eoLINE友登録のみ,,IN,248,eoLINE 友だち登録のみ (HT/Mz/MT)_既存,既存,false,confirmed,high,false,対応表.pdf,
既存対応,35,eoLINE友+eoID連携,,IO,249,eoLINE 友だち登録+eoID連携 (HT/Mz/MT),既存,false,confirmed,high,false,対応表.pdf,
ポイント合計,,ポイント合計/項目合計（1〜32）,,JT,280,全体：既存サービス数計,合計,true,confirmed,high,false,対応表.pdf,PDFでは「記入漏れ注意」の注記あり
識別情報,,店舗（取扱店コード）,,JV,282,委託会社名,識別,false,uncertain,medium,true,対応表.pdf,PDFではJVだがcol282は委託会社名。col281が法人・店舗(取扱コード)。要確認
識別情報,,日報データNo.,,,,,,識別,false,confirmed,high,false,対応表.pdf
識別情報,,タブレットNo.it,,,,,,識別,false,confirmed,high,false,対応表.pdf
合計,,合計（数字で記入）,,DA,105,,合計,true,confirmed,high,false,片山様追加回答,記入漏れ注意！！
合計,,合計（数字で記入）,,DC,107,,合計,true,confirmed,high,false,片山様追加回答,記入漏れ注意！！
合計,,合計（数字で記入）,,DE,109,,合計,true,confirmed,high,false,片山様追加回答,記入漏れ注意！！
